c_custkey,c_name,c_address,c_nationkey,c_phone,c_acctbal,c_mktsegment,c_comment
30967,Customer#000030967,"qArysO2UUlr5aOlAritIdD5jBdU,FugY3MI3c7",20,30-330-235-2976,7640.81,AUTOMOBILE,unts. deposits boost blithely. furiously ironic theodolites cajole. furiously even req
30968,Customer#000030968,jC9XE1ZG0OZtFq,13,23-322-395-7706,3112.03,HOUSEHOLD,eas wake thinly carefully pending dep
30969,Customer#000030969,gmi2hqzfwKIrokXAWgsc,10,20-414-375-5893,7921.16,AUTOMOBILE,ickly final deposits about the regular deposits haggle blithely carefully pending instruc
30970,Customer#000030970,"O,N4bwYdHoSdg64DGAc6OuxWjn5rlP63sWAT",23,33-739-174-9054,7054.59,FURNITURE,sly unusual platelets alongside of the express depos
30971,Customer#000030971,O28yIUQjJso3Hs5doBPLvrra5cMcEQMI6omu9r,19,29-168-260-4723,6552.29,BUILDING,jole carefully according to the even requests. foxes cajole slyly flu
30972,Customer#000030972,3kEfetRbFJOi6e8EsLmJOJLcqf2ehdM5EX 4cBaM,10,20-736-510-7638,1393.64,BUILDING,"into beans. final, regular requests nag carefully. care"
30973,Customer#000030973,QBSjuczPKOT72hjnCw4u,19,29-407-253-8727,1924.91,BUILDING,", ironic dolphins detect above the bl"
30974,Customer#000030974,mBn44atihnfm,19,29-701-928-2731,9845.11,HOUSEHOLD,r deposits. slyly even packages among the stealthy accounts wake carefully 
30975,Customer#000030975,"tlV5,xIlqEu",20,30-900-111-8936,2860.45,AUTOMOBILE,he packages. ironic deposits haggle. furio
30976,Customer#000030976,uMZJzj3LB6QXKk,12,22-343-301-8752,3579.71,HOUSEHOLD,tructions solve permanent theodolites. excuses boost blithely bold requests? quickly
30977,Customer#000030977,XRFBTpS01OCGhafhCfEjn6f3PwEeNYZdP hfNXcr,2,12-146-394-1866,3248.92,HOUSEHOLD,ng deposits haggle furiously special courts. re
30978,Customer#000030978,"qKIO20kTLqC,akqtd5jC08fY3QXWe6v",13,23-230-735-3766,9555.90,AUTOMOBILE,ites. blithely regular requests cajole
30979,Customer#000030979,"09WodbSRicD,g5HxTOMqLlYKeebplkEHd",7,17-246-266-3530,4150.65,BUILDING,ial deposits. regular requests print against the regular deposits. packages are. regular 
30980,Customer#000030980,oH3cv1cStna4M7zzvSAcSRWfH0Y2LcSxvn,9,19-285-185-2720,6901.10,FURNITURE,"ckly ironic deposits. furiously ironic deposits wake carefully regular, quiet dep"
30981,Customer#000030981,dzlvFOZekb0nbFJ8q2d6k,17,27-821-739-5294,855.93,MACHINERY,ual requests. excuses boost flu
30982,Customer#000030982,mEz5Xp8Zjnt6axYB  zer,10,20-667-320-6035,6579.33,HOUSEHOLD,e fluffily regular requests. carefully ironic theodolites haggle carefully final platelets. account
30983,Customer#000030983,QU8wfPE821di,13,23-778-193-8556,4911.98,HOUSEHOLD,ccounts. quickly special requests among the
30984,Customer#000030984,"XYvVeSN0x 9hGnpX,uzomhAxeC,E2ll,WxHSWNg4",14,24-551-625-5757,9592.68,HOUSEHOLD,gular instructions according to the bold instructio
30985,Customer#000030985,SspwBWSBW5xHztDQtZ8Fap8cri23LeDs8IG,13,23-253-609-2476,6321.71,BUILDING,usly final requests promise. pending accounts haggle.
30986,Customer#000030986,TrW5ADkiWSx0 8NnV0DBZUs7,7,17-578-212-9538,9017.13,AUTOMOBILE,carefully. furiously final instructions sleep blithely bold deposits. nev
30987,Customer#000030987,"bdVsf7wnUL,GJaEgW",4,14-562-158-5743,2018.70,FURNITURE,y regular theodolites: special realms so
30988,Customer#000030988,OrftnCn900bXisBZPPMgV 0DcYhqKuEytuP3yM,15,25-675-403-9918,2296.80,FURNITURE,cial excuses. carefully special requests cajole. blithely ironic depths wake blithely 
30989,Customer#000030989,"Sn3Bw6HI,DaEjSOdDs71WH,Jao9FqWWL",20,30-414-940-8882,1309.63,MACHINERY,ill boost along the requests. bli
30990,Customer#000030990,59xSnJIlwPaLmBoZYX,5,15-589-455-6239,8941.22,HOUSEHOLD,uriously pending accounts sleep furiously. furiously even 
30991,Customer#000030991,rwmIJHGpM7aUrfZ,19,29-354-432-6104,2135.58,BUILDING,cies run furiously alongside of the pending platelets. stealthily special depo
30992,Customer#000030992,"zhV,OqyjwkC0KFKhw8v,1cfN82Bo",21,31-518-377-1280,8591.53,FURNITURE,kages across the pending packages wake regular pinto be
30993,Customer#000030993,u2Erzom4RKckdLvSlITH0P4bwIFNs,3,13-816-113-3053,9838.07,BUILDING,leep slyly even packages. requests against the quickly pending requests use slyly along the 
30994,Customer#000030994,YokAI6iydzjCVAS2qz36mc77f7,3,13-333-773-8824,5535.08,MACHINERY,ar deposits wake slyly. dependencies across the excuses mainta
30995,Customer#000030995,tHkT7z0 2o3i8Z8XwULOagRfJHdcL3Vuqn F,11,21-992-440-1803,-852.42,MACHINERY,carefully after the theodolites. slyly final accounts haggle qu
30996,Customer#000030996,bHbahkpU39bvyluEXBjFv6Zo3zVmsiTvC5lNfw7,4,14-803-368-4663,4214.48,HOUSEHOLD,o the idly regular accounts. quickly regular ideas cajole silent pac
30997,Customer#000030997,"N3s9FEi Ck,OpGyfEx7PM9jk 5FDMe",19,29-731-782-7848,1730.84,MACHINERY,ate furiously after the carefully even
30998,Customer#000030998,kqXapfCuZ8Y,12,22-311-242-6830,4112.29,MACHINERY,ly quickly regular foxes. finally final packages run. regular escapades caj
30999,Customer#000030999,"b53zg3C,YzlbBbIUdBm0aM7eJDkYpZPdMRi",23,33-103-390-6404,222.14,AUTOMOBILE,ccounts. idly express foxes sleep quickly among the fluffily ironic account
